what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338836606290
closed,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1338836608658
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1338836610798
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1338836613342
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1338836615593
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338836616826
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338836685074
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338836744443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836759009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836821256
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338836821296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836823484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836904912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338836904937
opened,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1338836906927
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1338836907061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836916505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1338836916542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836929914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836934248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836949526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836951525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338836979434
